sys i itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_QPS target_QPS time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
ebbrt_tuned 2 100 0x1c00 55 57.6 67.0 124.5 243.4 327.0 4241.3 200178.6 200000 20 2080.8 4279773 473552131 8003002 312056696 301648201111 322065584435 372104876009 680660493 0 0 0 0 385333 2783719
ebbrt_tuned 1 200 0x1c00 135 64.9 79.1 170.6 266.1 300.2 367.9 199909.5 200000 20 2284.22 4303182 474654703 7992815 311667600 296625556772 310365496190 323657498658 632492350 0 0 0 0 628738 1463541
ebbrt_tuned 2 200 0x1c00 135 66.8 80.3 172.3 270.6 305.1 380.7 200085.8 200000 20 2288.09 4306707 475103438 7999838 311941018 297242652656 313179655386 326382728360 638098666 0 0 0 0 622368 1463480
ebbrt_tuned 1 200 0x1c00 95 65.3 79.4 172.2 270.0 303.5 375.6 200000.4 200000 20 2283.6 4301746 474710652 7995727 311775220 297387817381 311242962760 324502721928 634910585 0 0 0 0 624426 1463573
ebbrt_tuned 2 200 0x1c00 95 64.2 78.9 171.7 268.2 302.4 367.0 199939.7 200000 20 2290.91 4304925 474792235 7993435 311683426 298532975455 315851938298 329073487415 647819034 0 0 0 0 632811 1463605
ebbrt_tuned 1 200 0x1c00 75 66.5 80.4 172.6 270.9 304.0 380.5 199869.7 200000 20 2293.0 4301607 474491976 7990981 311595758 298643799181 315248418429 328190233023 648323142 0 0 0 0 621140 1463499
ebbrt_tuned 2 200 0x1c00 75 66.4 80.8 173.0 270.9 305.5 377.7 199970.2 200000 20 2295.44 4304859 474804934 7995127 311756606 298974101608 315941480521 328990854380 647813203 0 0 0 0 627885 1463594
ebbrt_tuned 1 200 0x1c00 55 68.7 83.3 180.4 301.6 367.9 3782.5 200134.0 200000 20 2075.16 4330526 476550117 8000769 311967246 298879684654 309817759819 357041261067 647918802 0 0 0 0 576402 1457655
ebbrt_tuned 2 200 0x1c00 55 68.2 84.0 180.7 298.5 359.9 3164.0 200155.0 200000 20 2079.79 4332728 476689277 8002435 312040412 299373116340 312968957334 360084448422 654802396 0 0 0 0 583288 1458493
ebbrt_tuned 1 300 0x1c00 135 76.0 96.4 227.8 355.4 390.2 467.8 200000.6 200000 20 2289.26 4366044 478510842 7996363 311806078 304097966110 320312912318 334061776835 666929265 0 0 0 0 718644 976521
ebbrt_tuned 2 300 0x1c00 135 76.5 97.6 227.5 356.0 392.2 471.1 199993.7 200000 20 2291.77 4366393 478553696 7996036 311793958 304558127728 321110448669 335072744965 665977650 0 0 0 0 700932 976520
ebbrt_tuned 1 300 0x1c00 95 74.8 95.2 225.3 354.3 389.2 471.0 200011.9 200000 20 2295.35 4366820 478570562 7996551 311812998 304316943054 323186192769 337207242724 677188534 0 0 0 0 719274 976504
ebbrt_tuned 2 300 0x1c00 95 76.3 97.7 228.0 357.5 392.9 472.7 199918.4 200000 20 2289.52 4366080 478414869 7992953 311670672 304371684910 321315035573 336279658787 665897525 0 0 0 0 686472 976513
ebbrt_tuned 1 300 0x1c00 75 76.3 97.5 229.0 356.4 392.3 472.7 200181.1 200000 20 2293.18 4373213 479155782 8003389 312080062 305356360679 323540042582 337494609872 677899115 0 0 0 0 698924 976506
ebbrt_tuned 2 300 0x1c00 75 75.2 95.6 226.9 355.6 390.7 468.9 199943.5 200000 20 2295.69 4365906 478463084 7993848 311707580 305113404777 322852799608 336535383716 680473729 0 0 0 0 710038 976513
ebbrt_tuned 1 300 0x1c00 55 74.9 94.9 226.9 359.9 403.1 1146.4 200073.5 200000 20 2072.38 4380323 479463742 7999372 311925184 298823714588 297252880479 339774325160 595587533 0 0 0 0 693687 975526
ebbrt_tuned 2 300 0x1c00 55 76.9 97.7 232.4 365.9 422.7 2543.9 200059.7 200000 20 2074.2 4384263 479674710 7998455 311886944 300319740777 303306374240 348137789411 625415172 0 0 0 0 693889 974898
ebbrt_tuned 1 400 0x1c00 135 85.1 111.7 282.6 442.1 481.6 566.2 199888.7 200000 20 2274.33 4424321 481894607 7991806 311627622 303104292846 315502251530 332247670235 650884915 0 0 0 0 813400 732416
ebbrt_tuned 2 400 0x1c00 135 82.8 109.8 280.0 439.8 478.1 557.7 200048.4 200000 20 2275.94 4428304 482310618 7998421 311887374 304044367930 317101033343 331496699053 656066720 0 0 0 0 847097 732418
ebbrt_tuned 1 400 0x1c00 95 85.2 111.8 281.7 442.6 480.5 561.0 200099.3 200000 20 2266.89 4431916 482638444 8000338 311960480 304621313782 316966964137 332688951287 654175689 0 0 0 0 789835 732419
ebbrt_tuned 2 400 0x1c00 95 84.5 112.4 280.9 441.9 481.5 566.8 199907.0 200000 20 2269.73 4431261 482342455 7992333 311646166 303976277264 318051635691 334100774295 659583648 0 0 0 0 747206 732418
ebbrt_tuned 1 400 0x1c00 75 86.2 113.4 283.7 443.4 483.2 572.4 200134.0 200000 20 2277.04 4433588 482695429 8001600 312011880 304178716977 316121543864 330033032426 653349088 0 0 0 0 785223 732418
ebbrt_tuned 2 400 0x1c00 75 80.9 107.5 276.2 436.4 473.3 549.4 200068.3 200000 20 2287.81 4426400 482224619 7998785 311896006 304408860886 318904372899 332591047316 664998307 0 0 0 0 895460 732418
ebbrt_tuned 1 400 0x1c00 55 90.6 120.0 297.1 480.3 563.7 3011.2 199882.2 200000 20 2029.53 4458427 483947747 7991330 311607858 304089378588 309809340190 369995948391 656351336 0 0 0 0 678201 731607
ebbrt_tuned 2 400 0x1c00 55 100.0 129.9 312.0 501.6 586.7 3009.2 199861.4 200000 20 2010.52 4471327 484712713 7990060 311554186 304082392288 310675112137 379412399017 656496196 0 0 0 0 516936 731560
ebbrt_tuned 1 50 0x1d00 135 48.2 53.7 85.0 167.1 195.6 260.2 200001.2 200000 20 2349.11 4210902 469182053 7996505 311811240 298565390095 323859088382 329532313844 648309104 0 0 0 0 344269 4711846
ebbrt_tuned 2 50 0x1d00 135 48.1 53.8 84.8 167.0 194.3 258.3 200252.8 200000 20 2347.5 4215812 469790790 8005845 312169674 299838187961 326670620663 332192708246 656264469 0 0 0 0 343903 4708421
ebbrt_tuned 1 50 0x1d00 95 47.5 52.9 84.2 164.6 192.7 258.8 200108.0 200000 20 2350.41 4213602 469522383 8000742 311976034 300352525340 327113793736 332585867945 658472773 0 0 0 0 343513 4708539
ebbrt_tuned 2 50 0x1d00 95 48.3 53.8 85.0 166.6 194.7 260.7 199842.9 200000 20 2358.92 4207760 468862201 7990135 311563118 300383037826 328890893067 334357044366 665035037 0 0 0 0 344579 4709871
ebbrt_tuned 1 50 0x1d00 75 47.6 53.0 84.2 165.1 192.8 259.9 199915.0 200000 20 2359.21 4210137 469100769 7992775 311664192 300094150336 328457945178 333865502399 659239079 0 0 0 0 344104 4707244
ebbrt_tuned 2 50 0x1d00 75 90.3 121.9 328.7 525.3 564.8 640.7 200034.5 200000 20 2324.35 4482391 485531125 7997521 311848494 298899609262 312322966001 322552737220 640688671 0 0 0 0 1169943 585930
ebbrt_tuned 1 50 0x1d00 55 49.8 55.6 90.5 203.1 277.1 3762.3 200078.6 200000 20 2087.76 4248386 471563721 7999290 311921786 300792364583 321893838482 370717910960 669717488 0 0 0 0 315139 4620121
ebbrt_tuned 2 50 0x1d00 55 50.3 56.4 93.4 219.2 343.3 4363.3 200065.8 200000 20 2074.3 4253182 471838584 7999050 311911780 300725674153 321913156424 375007409942 668661454 0 0 0 0 312801 4614194
ebbrt_tuned 1 100 0x1d00 135 55.5 63.6 116.0 197.5 229.6 297.0 199735.8 200000 20 2347.39 4236144 470447766 7985859 311396670 300204747801 324001097775 330447620863 661436890 0 0 0 0 427966 2827925
ebbrt_tuned 2 100 0x1d00 135 54.8 62.6 114.1 187.7 217.6 273.6 200021.2 200000 20 2309.33 4239216 470910974 7997271 311841844 295466621348 305230403638 313631304008 597970143 0 0 0 0 439049 2841015
ebbrt_tuned 1 100 0x1d00 95 55.0 62.8 114.7 192.5 223.8 286.5 200000.9 200000 20 2326.2 4236318 470761804 7996099 311792950 296973007791 310725745379 318578725439 622725772 0 0 0 0 433244 2835202
ebbrt_tuned 2 100 0x1d00 95 55.4 63.2 116.0 194.9 225.8 290.6 199898.5 200000 20 2241.8 3990587 443195820 7530325 293633416 280211084267 295314625566 302448687494 589726581 0 0 0 0 408078 2669951
ebbrt_tuned 1 100 0x1d00 75 55.0 63.1 115.4 195.6 227.0 293.6 200032.8 200000 20 2330.66 4240539 471060332 7997559 311850120 297627634040 315258595015 322511215658 631360387 0 0 0 0 432554 2833028
ebbrt_tuned 2 100 0x1d00 75 55.0 63.0 115.6 195.5 226.7 291.3 200053.0 200000 20 2332.41 4239823 470981695 7998549 311890686 298294407907 316555225448 323721506878 631633057 0 0 0 0 428105 2832595
ebbrt_tuned 1 100 0x1d00 55 57.3 66.5 122.2 229.1 292.5 3105.7 199981.4 200000 20 2079.78 4269356 472696095 7995316 311762836 298197189569 311929278053 359704002439 644201213 0 0 0 0 403081 2798265
ebbrt_tuned 2 100 0x1d00 55 56.6 65.3 121.2 225.9 283.1 3227.3 200156.2 200000 20 2084.33 4267474 472799259 8002643 312050946 299053368233 311730225471 357789501667 645174433 0 0 0 0 400102 2797483
ebbrt_tuned 1 200 0x1d00 135 64.9 79.6 172.1 269.0 303.8 375.5 200093.7 200000 20 2335.77 4306870 475093694 7999832 311939326 299497769695 317693828617 325660812365 652051510 0 0 0 0 625490 1463555
ebbrt_tuned 2 200 0x1d00 135 65.7 79.9 173.1 271.5 306.7 378.3 199859.6 200000 20 2332.22 4296056 474208812 7988169 311449178 299051781412 315700231472 323580550261 646510445 0 0 0 0 628219 1463553
ebbrt_tuned 1 200 0x1d00 95 64.8 79.2 170.1 267.1 300.6 368.2 200131.2 200000 20 2332.27 4304477 474968313 8001012 311979554 299290598466 316773679017 324880580299 654857565 0 0 0 0 623830 1463492
ebbrt_tuned 2 200 0x1d00 95 64.7 79.4 171.5 267.8 302.2 375.2 199852.5 200000 20 2337.92 4300618 474478866 7989934 311546016 298981568667 317464421056 325392044309 651235857 0 0 0 0 626576 1463496
ebbrt_tuned 1 200 0x1d00 75 66.4 80.7 173.6 270.9 304.1 375.1 200157.4 200000 20 2335.24 4307990 475201283 8002208 312030794 299659226135 318965856181 327192556202 661429669 0 0 0 0 631507 1463600
ebbrt_tuned 2 200 0x1d00 75 65.9 79.9 171.1 268.8 302.2 371.6 199975.7 200000 20 2336.9 4301409 474623873 7995108 311754472 299386314791 317950314612 325957173486 657790951 0 0 0 0 623308 1463589
ebbrt_tuned 1 200 0x1d00 55 68.8 84.2 181.4 307.7 381.0 3306.4 199977.7 200000 20 2069.14 4332567 476500397 7994887 311746710 299186627025 311345074413 363124438353 658548762 0 0 0 0 570410 1456751
ebbrt_tuned 2 200 0x1d00 55 68.8 84.3 181.4 310.6 392.2 3906.1 199971.8 200000 20 2066.6 4339727 476958848 7995016 311749172 299669415276 314034143224 366768406354 667960910 0 0 0 0 565646 1455758
ebbrt_tuned 1 300 0x1d00 135 74.9 95.7 225.2 351.7 382.8 450.3 199973.4 200000 20 2311.34 4363158 478327898 7994877 311742560 300958825440 311107347312 321334037421 630038408 0 0 0 0 717896 976520
ebbrt_tuned 2 300 0x1d00 135 73.6 94.2 223.9 351.4 383.0 457.8 199951.7 200000 20 2309.87 4365079 478416160 7994114 311715286 300969728714 311460579105 322096463574 630264123 0 0 0 0 688656 976511
ebbrt_tuned 1 300 0x1d00 95 73.1 92.7 220.9 348.9 381.4 452.4 199826.1 200000 20 2322.08 4359776 477955464 7989291 311528560 301240713930 314471300015 323871850360 637848858 0 0 0 0 729846 976515
ebbrt_tuned 2 300 0x1d00 95 75.6 96.5 226.4 352.6 385.5 459.2 199905.6 200000 20 2153.61 4054830 444447936 7425696 289555198 279878243040 291685609992 301197658988 592943943 0 0 0 0 662488 907104
ebbrt_tuned 1 300 0x1d00 75 75.4 96.2 225.1 351.9 384.1 459.9 199832.0 200000 20 2323.84 4361460 478088792 7989657 311543666 301626474389 317157943066 327542011973 647465894 0 0 0 0 724846 976522
ebbrt_tuned 2 300 0x1d00 75 76.1 97.2 227.9 355.9 390.5 466.2 199929.9 200000 20 2321.39 4362931 478262425 7993319 311685964 302151289948 315863237294 325858003926 647394225 0 0 0 0 706957 976509
ebbrt_tuned 1 300 0x1d00 55 78.9 102.1 238.0 390.2 470.0 3099.0 200085.1 200000 20 2049.35 4395549 480410858 7999847 311943372 302627004782 311057279489 369741370702 654231002 0 0 0 0 646751 974660
ebbrt_tuned 2 300 0x1d00 55 79.9 101.8 237.6 385.4 457.3 3193.0 199765.9 200000 20 2060.98 4386858 479520822 7986316 311405960 302903688122 313122606351 368437485607 665879215 0 0 0 0 659076 974460
ebbrt_tuned 1 400 0x1d00 135 84.3 112.0 281.6 441.3 480.8 566.6 199940.4 200000 20 2310.25 4426900 482136525 7993753 311701386 304471807602 318091875838 327216356415 659925718 0 0 0 0 810855 732418
ebbrt_tuned 2 400 0x1d00 135 82.6 109.6 278.4 438.0 475.5 551.1 199974.2 200000 20 2154.47 4111418 447802399 7424494 289504268 282840602514 296993352938 306417352661 618429386 0 0 0 0 798605 680151
ebbrt_tuned 1 400 0x1d00 95 87.1 113.8 285.3 448.6 487.0 576.5 200203.9 200000 20 2302.62 4440312 483227960 8004280 312113974 305191653505 319709433803 330366383830 660487800 0 0 0 0 715654 732412
ebbrt_tuned 2 400 0x1d00 95 82.4 108.7 279.2 439.5 477.4 555.9 200169.2 200000 20 2328.53 4429595 482534500 8002898 312059206 304570881026 321965960887 332103878027 665071854 0 0 0 0 876141 732417
ebbrt_tuned 1 400 0x1d00 75 81.8 108.0 276.3 438.2 476.6 551.3 199820.2 200000 20 2323.78 4421464 481656923 7989264 311529396 304339582260 320807215833 330521294609 666962238 0 0 0 0 875294 732419
ebbrt_tuned 2 400 0x1d00 75 86.4 113.5 286.7 445.4 483.6 569.7 200074.2 200000 20 2306.86 4433466 482632448 7998762 311896836 304783918544 320048890568 333667523836 663319393 0 0 0 0 797336 732411
ebbrt_tuned 1 400 0x1d00 55 88.4 117.6 295.7 479.2 569.7 4074.4 199997.0 200000 20 2048.92 4456624 483924655 7996223 311800092 304359632989 315060157340 374127034090 675118597 0 0 0 0 790023 731003
ebbrt_tuned 2 400 0x1d00 55 90.9 119.0 300.0 488.4 590.2 3860.3 199927.3 200000 20 2039.31 4460424 484112500 7993336 311686518 304777142966 316074658303 380554790159 674061806 0 0 0 0 756051 731223
ebbrt_tuned 1 50 0x1a00 135 48.6 54.2 85.9 170.7 200.5 269.9 199828.5 200000 20 2221.86 4209383 468980691 7989450 311533620 297479972003 318177178347 340474341109 638822098 0 0 0 0 341484 4702530
ebbrt_tuned 1 50 0x1a00 95 48.5 54.0 85.9 171.3 200.6 271.7 199837.2 200000 20 2219.77 4208401 468895478 7989781 311548730 298162232069 317862355318 340123044911 639246830 0 0 0 0 340818 4700605
ebbrt_tuned 1 50 0x1a00 75 48.0 53.5 85.0 169.8 199.1 271.9 199859.3 200000 20 2219.27 4210949 469046417 7991011 311599824 298011192768 318823412135 341020080741 639655034 0 0 0 0 338748 4694843
ebbrt_tuned 1 50 0x1a00 55 50.9 56.4 91.0 193.3 237.9 2831.8 200036.4 200000 20 2057.27 4238016 470898218 7997912 311866338 298777458308 317983873969 363615604567 654462440 0 0 0 0 324114 4652440
ebbrt_tuned 1 100 0x1a00 135 57.4 66.3 119.5 204.9 240.0 307.8 200009.6 200000 20 2129.95 3959095 439381957 7454816 290688770 280183671944 297389153454 318887154272 607913569 0 0 0 0 393315 2633359
ebbrt_tuned 1 100 0x1a00 95 56.5 65.3 118.9 205.9 240.3 312.3 199927.7 200000 20 2219.53 4244059 471076101 7993405 311688774 300313579682 319504848690 342521426923 658986991 0 0 0 0 422457 2823933
ebbrt_tuned 1 100 0x1a00 75 56.4 65.1 118.5 205.6 239.8 308.3 200021.8 200000 20 2217.98 4245534 471327511 7997143 311834698 300181302540 318106457992 341036867391 654704763 0 0 0 0 419859 2823063
ebbrt_tuned 1 100 0x1a00 55 57.0 66.0 122.0 231.1 290.1 3750.0 200233.7 200000 20 2050.01 4272738 473169548 8005425 312158400 301030048082 315386881611 362851304724 659580358 0 0 0 0 399352 2795654
ebbrt_tuned 1 200 0x1a00 135 67.2 81.8 174.4 273.7 312.7 387.3 200096.5 200000 20 2213.96 4309279 475245868 7999941 311942246 299747481098 316901398145 340673826280 658176550 0 0 0 0 612394 1463507
ebbrt_tuned 1 200 0x1a00 95 66.6 80.3 173.3 273.5 312.1 389.7 200011.4 200000 20 2053.51 4058036 447598402 7537484 293914200 282433642698 296861682508 318988948419 618109209 0 0 0 0 577497 1379721
ebbrt_tuned 1 200 0x1a00 75 66.0 80.2 173.3 273.7 312.0 388.4 200027.3 200000 20 2213.49 4311089 475289069 7997572 311853588 299245293891 316677479591 340397808427 657519365 0 0 0 0 611841 1463550
ebbrt_tuned 1 200 0x1a00 55 68.7 83.9 180.8 299.0 358.1 3275.3 200074.5 200000 20 2045.89 4333166 476656106 7998901 311902766 299799236437 312240194240 360876561759 662566731 0 0 0 0 575992 1458115
ebbrt_tuned 1 300 0x1a00 135 76.0 96.8 224.7 352.6 386.8 463.2 200137.9 200000 20 2181.3 4366174 478676708 8001594 312005572 299686422241 302057604956 327239073826 612020408 0 0 0 0 715889 976522
ebbrt_tuned 1 300 0x1a00 95 74.9 95.5 225.9 355.5 391.9 471.1 199841.2 200000 20 2182.93 4366251 478418556 7989591 311539266 300763955307 306500680261 332876177027 627152067 0 0 0 0 682708 976509
ebbrt_tuned 1 300 0x1a00 75 74.3 94.9 224.3 354.4 389.6 468.5 199904.2 200000 20 2189.74 4365384 478376501 7991418 311603754 300868293825 308629344833 334249519384 631028219 0 0 0 0 705224 976502
ebbrt_tuned 1 300 0x1a00 55 77.5 99.1 231.6 366.9 420.7 1967.2 200027.7 200000 20 2044.41 4382197 479511922 7996984 311822496 301335376017 306792265647 352087993671 637877320 0 0 0 0 679128 975176
ebbrt_tuned 1 400 0x1a00 135 87.2 114.1 285.1 449.6 490.9 586.5 200023.3 200000 20 2186.12 4360713 478777053 7931671 308297934 303083567725 311317066050 337527039267 647717720 0 0 0 0 752538 732413
ebbrt_tuned 1 400 0x1a00 95 86.8 114.2 284.8 447.1 487.6 578.3 199996.1 200000 20 2194.64 4431382 482443038 7995539 311769504 303582655413 312628368043 338380820901 655291773 0 0 0 0 779429 732414
ebbrt_tuned 1 400 0x1a00 75 86.3 113.9 283.4 446.9 488.2 579.6 200079.0 200000 20 2190.37 4434943 482726563 7999145 311909288 304313733302 313582911570 339256136514 652182122 0 0 0 0 764873 732416
ebbrt_tuned 1 400 0x1a00 55 87.3 116.2 288.6 464.2 526.6 3209.3 199934.9 200000 20 1883.16 4121177 447802667 7402986 288662208 281454217625 289736257613 336478065216 616061644 0 0 0 0 690765 677537
ebbrt_tuned 6 50 0xf00 95 56.2 59.6 92.8 204.2 264.4 333.2 50022.7 50000 20 1066.4 1536776 146362994 2000709 78025548 76225243423 92126023640 184416979278 167863895 0 0 0 0 399677 2240761
ebbrt_tuned 7 50 0xf00 95 56.2 59.7 93.4 206.1 268.4 334.5 50031.6 50000 20 1066.16 1532864 146167465 2001154 78043612 75918644563 91832970461 183822776093 165936874 0 0 0 0 396626 2233534
ebbrt_tuned 4 50 0xf00 55 56.1 59.4 91.7 200.3 255.7 323.6 49993.5 50000 20 1056.78 1541845 146664306 1999599 77982674 75127851918 89489482184 179609451063 156844398 0 0 0 0 397654 2235863
ebbrt_tuned 6 50 0xf00 55 56.1 59.5 92.3 202.3 260.8 329.2 50059.7 50000 20 1064.13 1543321 146793733 2002231 78085702 75753862045 90646631175 181715308654 162794821 0 0 0 0 396837 2238187
ebbrt_tuned 4 50 0x1300 95 53.6 58.3 92.8 207.2 248.2 333.1 100140.1 100000 20 1354.36 2263558 244264589 4004795 156177640 151116473475 169254808941 266570855978 332699139 0 0 0 0 346619 3326236
ebbrt_tuned 5 50 0x1300 95 52.8 57.4 92.1 205.6 247.5 327.1 100120.1 100000 20 1355.16 2258977 243958346 4004038 156147854 151328974139 170186337662 268058841831 338067893 0 0 0 0 346638 3325574
ebbrt_tuned 6 50 0x1300 95 52.8 57.4 91.8 203.5 245.7 324.8 100045.7 100000 20 1305.99 2229435 240457898 3941551 153709754 149039407366 167555043309 263825354261 331408377 0 0 0 0 344221 3282060
ebbrt_tuned 7 50 0x1300 95 52.5 56.8 91.7 206.8 247.5 326.7 99967.9 100000 20 1353.22 2262009 243990359 3997986 155910834 151233522463 169298860879 266606984207 333435659 0 0 0 0 348884 3329896
ebbrt_tuned 4 200 0x1300 75 71.0 85.8 181.6 295.6 344.1 437.7 99985.7 100000 20 1343.57 2208966 240793215 3998739 155942078 150491050563 163002972465 257969837879 327004072 0 0 0 0 466055 1429102
ebbrt_tuned 5 200 0x1300 75 72.3 86.5 183.5 297.0 347.7 436.8 100088.4 100000 20 1342.71 2212427 241123856 4002867 156102476 150195982498 162660359545 257713395577 327739321 0 0 0 0 474064 1429998
ebbrt_tuned 6 200 0x1300 75 72.8 88.4 184.8 299.7 351.6 444.8 100013.3 100000 20 1344.26 2208534 240768144 3999745 155981762 149957006389 163018877784 258113817398 326086348 0 0 0 0 466625 1429723
ebbrt_tuned 7 200 0x1300 75 72.3 86.7 184.9 298.7 349.9 440.5 99901.1 100000 20 1344.79 2207879 240674234 3995116 155796618 149932085114 163305054896 258668266310 329556700 0 0 0 0 470813 1429893
ebbrt_tuned 4 100 0x1400 135 62.8 74.0 135.1 269.3 321.5 442.4 199899.0 200000 20 1599.99 4276849 473122588 7992401 311650734 297416094467 298274331174 434205352324 641850414 0 0 0 0 351954 2753481
ebbrt_tuned 5 100 0x1400 135 62.9 74.0 134.8 268.4 318.0 435.6 199857.7 200000 20 1600.12 4275555 472965296 7990612 311583138 297251475665 297988235716 433804131669 644860072 0 0 0 0 354761 2752314
ebbrt_tuned 6 100 0x1400 135 63.3 74.9 137.2 275.1 325.5 445.3 200117.4 200000 20 1601.69 4282399 473640997 8000934 311981376 298329221670 300266894543 437026370215 651069250 0 0 0 0 355854 2751714
ebbrt_tuned 7 100 0x1400 135 62.8 74.3 136.0 270.6 321.4 440.6 200144.6 200000 20 1599.98 4282985 473688073 8001918 312022190 298432992084 299299017906 435599299123 648626887 0 0 0 0 354750 2752499
ebbrt_tuned 4 50 0x1500 55 51.8 55.9 85.4 166.0 212.9 271.1 50006.7 50000 20 1320.17 1568980 148276620 2000129 78003126 76188852492 99963693747 156899056468 173194778 0 0 0 0 402891 2253893
ebbrt_tuned 5 50 0x1500 55 51.5 55.7 84.7 164.5 211.4 271.4 49976.7 50000 20 1322.25 1566420 148117693 1998865 77954064 76070122880 100022169495 157078661501 173306519 0 0 0 0 403873 2257759
ebbrt_tuned 6 50 0x1500 55 53.3 57.8 87.3 171.1 218.0 275.3 49981.0 50000 20 1323.06 1568745 148238840 1999066 77961332 76241944719 99615652385 156415730694 171408074 0 0 0 0 404572 2259935
ebbrt_tuned 4 50 0x1500 75 51.1 55.2 87.2 187.6 227.6 297.5 99897.2 100000 20 1466.83 2265646 244102477 3995189 155802336 151062167346 172621606015 250610185660 334747517 0 0 0 0 356020 3336925
ebbrt_tuned 6 50 0x1500 75 51.3 55.4 87.7 186.6 227.2 293.9 99950.6 100000 20 1464.63 2269447 244408784 3997192 155881054 150884429468 171531929198 248982354122 331676976 0 0 0 0 355982 3341130
ebbrt_tuned 7 50 0x1500 75 51.7 55.8 87.9 187.9 228.5 296.1 100114.3 100000 20 1468.46 2270368 244616289 4003758 156135200 151491750905 172350803200 250076924902 333790207 0 0 0 0 355399 3340006
ebbrt_tuned 4 50 0x1500 55 51.1 55.3 87.5 187.8 227.3 298.9 99974.4 100000 20 1465.82 2274552 244708676 3998184 155917776 150687447111 171500505368 249181850081 331575248 0 0 0 0 355867 3340480
ebbrt_tuned 5 50 0x1500 55 51.4 55.6 87.5 185.7 226.6 294.5 99894.1 100000 20 1467.25 2268433 244228770 3995041 155797536 150866625249 172300449317 250088049940 333150958 0 0 0 0 358138 3344801
ebbrt_tuned 6 50 0x1500 55 51.1 55.3 87.0 185.6 226.3 298.6 99839.2 100000 20 1467.01 2274093 244553499 3992927 155714756 150895521366 171989172663 249886651900 334422821 0 0 0 0 356371 3338907
ebbrt_tuned 7 50 0x1500 55 51.7 56.0 88.6 188.9 227.6 298.1 99994.6 100000 20 1466.95 2269636 244465279 3999057 155954648 151134822978 172854876439 250759276661 333017079 0 0 0 0 357390 3346516
ebbrt_tuned 4 50 0x1500 55 54.0 60.9 102.3 232.4 275.8 389.1 200005.5 200000 20 1682.68 4245231 471303912 7996676 311818622 300250619591 311647311763 432077128802 666069785 0 0 0 0 296056 4600816
ebbrt_tuned 5 50 0x1500 55 54.4 61.2 103.6 234.5 281.4 394.3 200112.1 200000 20 1681.7 4244550 471347688 8000399 311960898 300692675499 310940719068 431062195444 660789074 0 0 0 0 292974 4591915
ebbrt_tuned 6 50 0x1500 55 53.3 60.0 101.1 230.4 273.3 389.5 200033.8 200000 20 1678.13 4243860 471242390 7997837 311863518 301185281432 312316705852 432956150760 667762553 0 0 0 0 291643 4589207
ebbrt_tuned 7 50 0x1500 55 53.7 60.4 102.5 234.4 276.8 393.8 200090.7 200000 20 1681.51 4247517 471538280 8000033 311947662 300812909848 311661836627 432053006196 666453392 0 0 0 0 292339 4592072
ebbrt_tuned 4 100 0x1500 135 62.3 73.1 131.6 247.3 291.5 393.8 199772.0 200000 20 1650.32 4261411 472066654 7987190 311447724 294599012670 289891250597 403497354607 603099598 0 0 0 0 377404 2780692
ebbrt_tuned 5 100 0x1500 135 62.0 73.5 132.7 254.5 298.8 401.7 199941.8 200000 20 1664.06 4265019 472432218 7992195 311614208 296244872448 296030428703 411550073157 625761020 0 0 0 0 372623 2774015
ebbrt_tuned 7 100 0x1500 135 60.4 70.9 129.2 251.2 295.7 400.7 200052.2 200000 20 1667.9 4271432 472929103 7998057 311868970 297075613868 299340348503 415907041248 637473602 0 0 0 0 367998 2768591
ebbrt_tuned 4 50 0x1700 55 50.0 54.4 85.9 176.2 213.0 274.5 99982.1 100000 20 1582.01 2278987 244974644 3998451 155929908 150977875072 175438396842 237398541719 331443773 0 0 0 0 361104 3348983
ebbrt_tuned 5 50 0x1700 55 49.5 54.0 84.7 175.4 212.4 275.0 100042.9 100000 20 1581.54 2277346 244958885 4001009 156030438 151034048572 175134702398 236950238839 328723110 0 0 0 0 358310 3336760
ebbrt_tuned 6 50 0x1700 55 50.7 55.2 86.6 178.3 214.9 275.4 100108.3 100000 20 1580.92 2276626 244977552 4003740 156137160 150894169829 175485262910 237476940841 332070992 0 0 0 0 361438 3350183
ebbrt_tuned 7 50 0x1700 55 50.1 54.4 85.6 177.1 213.4 276.8 99958.0 100000 20 1584.04 2277790 244893232 3997686 155901424 150837926376 175648380106 237596516570 330729089 0 0 0 0 358901 3341441
ebbrt_tuned 5 50 0x1800 95 51.8 57.7 95.2 206.4 243.5 335.8 199916.3 200000 20 1899.16 4227049 470134098 7992740 311658960 300942834095 319673745406 390179891725 662424776 0 0 0 0 316162 4641283
ebbrt_tuned 6 50 0x1800 95 50.1 56.3 91.9 200.5 237.3 330.7 199928.5 200000 20 1904.52 4227917 470198680 7993484 311692132 300807229528 321145284751 392028502467 665937376 0 0 0 0 310581 4627805
ebbrt_tuned 5 50 0x1900 95 52.1 58.2 94.4 199.0 234.6 320.7 199919.9 200000 20 1988.93 4222350 469811982 7993382 311691356 300796626824 324442864723 381325670972 673773527 0 0 0 0 318834 4647936
